Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,15/35,7/19,5/11,3/5,-,-
2024,1/11,1/7,0/2,0/2,-,-
2023,11/13,5/7,3/3,3/3,-,-
2022,3/10,1/4,2/6,-,-,-
2021,0/1,0/1,-,-,-,-
