Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Porto Alegre (Brazil),clay,header
30.04. 19:35,Torres J. B.,1,3,6,1,,,0,3,71%,46% (26/57),48% (11/23),46% (6/13),46% (24/52),56% (15/27),63% (5/8),46% (37/80),49% (39/79),48% (76/159),3,1,42% (5/12),45% (5/11),43% (10/23),[],[],[],[],[],1.57
30.04. 19:35,Sanchez Izquierdo N.,2,6,1,6,,,0,7,66%,54% (28/52),44% (12/27),38% (3/8),54% (31/57),52% (12/23),54% (7/13),51% (40/79),54% (43/80),52% (83/159),7,0,55% (6/11),58% (7/12),57% (13/23),[],[],[],[],[],2.31
29.04. 00:15,Torres J. B.,2,6,7^7,,,,0,2,64%,55% (27/49),44% (12/27),62% (8/13),53% (24/45),61% (14/23),64% (7/11),51% (39/76),56% (38/68),53% (77/144),9,0,50% (5/10),64% (7/11),57% (12/21),[],[],[],[],[],1.17
29.04. 00:15,Bicknell B.,0,3,6^1,,,,1,4,66%,47% (21/45),39% (9/23),36% (4/11),45% (22/49),56% (15/27),38% (5/13),44% (30/68),49% (37/76),47% (67/144),1,0,36% (4/11),50% (5/10),43% (9/21),[],[],[],[],[],4.65
CHALLENGER MEN - SINGLES :  San Miguel de Tucuman (Argentina),clay,header
25.04. 20:35,Torres J. B.,0,3,6^4,,,,1,1,87%,60% (36/60),56% (5/9),40% (2/5),30% (18/60),58% (14/24),25% (2/8),59% (41/69),38% (32/84),48% (73/153),3,0,70% (7/10),18% (2/11),43% (9/21),[],[],[],[],[],1.44
25.04. 20:35,Rodriguez Taverna S.,2,6,7^7,,,,8,2,71%,70% (42/60),42% (10/24),75% (6/8),40% (24/60),44% (4/9),60% (3/5),62% (52/84),41% (28/69),52% (79/153),7,0,82% (9/11),30% (3/10),57% (12/21),[],[],[],[],[],2.66
24.04. 18:40,Torres J. B.,2,6,6,,,,0,0,71%,89% (24/27),73% (8/11),0% (0/0),39% (13/33),72% (13/18),50% (4/8),84% (32/38),51% (26/51),65% (58/89),5,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.32
24.04. 18:40,Aboian V.,0,2,2,,,,1,0,65%,61% (20/33),28% (5/18),50% (4/8),11% (3/27),27% (3/11),0% (0/0),49% (25/51),16% (6/38),35% (31/89),5,2,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.20
23.04. 22:40,Torres J. B.,2,6,6,,,,1,3,71%,68% (25/37),60% (9/15),50% (1/2),48% (22/46),50% (8/16),36% (4/11),65% (34/52),48% (30/62),56% (64/114),8,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.10
23.04. 22:40,Monzon I.,0,2,4,,,,0,0,74%,52% (24/46),50% (8/16),64% (7/11),32% (12/37),40% (6/15),50% (1/2),52% (32/62),35% (18/52),44% (50/114),2,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],5.90
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
02.04. 02:15,Torres J. B.,0,4,5,,,,2,5,61%,57% (25/44),25% (7/28),36% (4/11),43% (15/35),58% (23/40),45% (5/11),44% (32/72),51% (38/75),48% (70/147),3,0,36% (4/11),45% (5/11),41% (9/22),[],[],[],[],[],1.92
02.04. 02:15,Varillas J. P.,2,6,7,,,,2,3,47%,57% (20/35),43% (17/40),55% (6/11),43% (19/44),75% (21/28),64% (7/11),49% (37/75),56% (40/72),52% (77/147),7,0,55% (6/11),64% (7/11),59% (13/22),[],[],[],[],[],1.81
CHALLENGER MEN - SINGLES :  Concepcion (Chile),clay,header
26.03. 00:15,Torres J. B.,0,2,5,,,,2,1,73%,51% (27/53),45% (9/20),58% (7/12),29% (11/38),55% (17/31),40% (2/5),49% (36/73),41% (28/69),45% (64/142),3,0,50% (5/10),20% (2/10),35% (7/20),[],[],[],[],[],2.03
26.03. 00:15,Burruchaga R. A.,2,6,7,,,,1,5,55%,71% (27/38),45% (14/31),60% (3/5),49% (26/53),55% (11/20),42% (5/12),59% (41/69),51% (37/73),55% (78/142),7,0,80% (8/10),50% (5/10),65% (13/20),[],[],[],[],[],1.72
CHALLENGER MEN - SINGLES :  Asuncion (Paraguay),clay,header
19.03. 05:30,Torres J. B.,1,3,6,4,,,1,4,64%,54% (32/59),45% (15/33),46% (6/13),35% (17/48),64% (21/33),100% (6/6),51% (47/92),47% (38/81),49% (85/173),5,2,50% (7/14),43% (6/14),46% (13/28),[],[],[],[],[],1.34
19.03. 05:30,Boscardin Dias P.,2,6,3,6,,,1,2,59%,65% (31/48),36% (12/33),0% (0/6),46% (27/59),55% (18/33),54% (7/13),53% (43/81),49% (45/92),51% (88/173),5,0,57% (8/14),50% (7/14),54% (15/28),[],[],[],[],[],3.23
CHALLENGER MEN - SINGLES :  Santiago (Chile),clay,header
11.03. 01:15,Torres J. B.,0,4,4,,,,1,2,68%,60% (32/53),28% (7/25),71% (12/17),29% (11/38),60% (12/20),43% (3/7),50% (39/78),40% (23/58),46% (62/136),3,1,50% (5/10),30% (3/10),40% (8/20),[],[],[],[],[],2.27
11.03. 01:15,Galan D. E.,2,6,6,,,,2,3,66%,71% (27/38),40% (8/20),57% (4/7),40% (21/53),72% (18/25),29% (5/17),60% (35/58),50% (39/78),54% (74/136),7,0,70% (7/10),50% (5/10),60% (12/20),[],[],[],[],[],1.59
CHALLENGER MEN - SINGLES :  Cordoba 2 (Argentina),clay,header
05.03. 22:05,Torres J. B.,1,4,7,6^7,,,1,3,62%,74% (46/62),63% (24/38),63% (5/8),28% (16/58),37% (15/41),60% (3/5),70% (69/98),31% (31/99),51% (100/197),4,2,82% (14/17),18% (3/17),50% (17/34),[],[],[],[],[],1.78
05.03. 22:05,Tirante T. A.,2,6,5,7^9,,,10,3,59%,72% (42/58),63% (26/41),40% (2/5),26% (16/62),37% (14/38),38% (3/8),69% (68/99),30% (29/98),49% (97/197),6,0,82% (14/17),18% (3/17),50% (17/34),[],[],[],[],[],1.95
ATP - SINGLES :  Buenos Aires (Argentina) - Qualification,clay,header
10.02. 00:20,Torres J. B.,1,6,6^6,1,,,1,1,79%,72% (52/72),21% (4/19),55% (6/11),40% (28/70),48% (13/27),50% (4/8),62% (56/91),42% (41/97),52% (97/188),3,1,64% (9/14),31% (4/13),48% (13/27),[],[],[],[],[],2.69
10.02. 00:20,Passaro F.,2,2,7^8,6,,,0,2,72%,60% (42/70),52% (14/27),50% (4/8),28% (20/72),79% (15/19),45% (5/11),58% (56/97),38% (35/91),48% (91/188),7,0,69% (9/13),36% (5/14),52% (14/27),[],[],[],[],[],1.43
09.02. 02:40,Torres J. B.,2,6,3,7,,,0,2,71%,65% (36/55),65% (15/23),50% (3/6),45% (26/58),46% (21/46),50% (5/10),65% (51/78),45% (47/104),54% (98/182),6,0,79% (11/14),36% (5/14),57% (16/28),[],[],[],[],[],1.76
09.02. 02:40,Tseng C. H.,1,1,6,5,,,3,3,56%,55% (32/58),54% (25/46),50% (5/10),35% (19/55),35% (8/23),50% (3/6),55% (57/104),35% (27/78),46% (84/182),4,1,64% (9/14),21% (3/14),43% (12/28),[],[],[],[],[],1.97
CHALLENGER MEN - SINGLES :  Rosario (Argentina),clay,header
