Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,207/160,175/123,21/22,5/13,2/2,4/0
2024,40/21,31/13,5/7,-,2/1,2/0
2023,32/29,24/22,6/4,0/2,0/1,2/0
2022,34/32,30/27,4/3,0/2,-,-
2021,35/28,33/21,0/2,2/5,-,-
2020,39/16,36/14,3/1,0/1,-,-
2019,23/27,20/23,3/4,-,-,-
2018,3/5,0/1,0/1,3/3,-,-
2017,0/1,0/1,-,-,-,-
2016,1/1,1/1,-,-,-,-
