Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,80/53,53/35,17/8,10/10,-,-
2024,19/16,13/10,6/3,0/3,-,-
2023,46/29,25/17,11/5,10/7,-,-
2022,13/4,13/4,-,-,-,-
2021,0/1,0/1,-,-,-,-
2020,2/3,2/3,-,-,-,-
