Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER WOMEN - SINGLES :  Cancun (Mexico),hard,header
13.02. 04:55,Preston T.,1,4,6,5,,,1,5,67%,59% (34/58),48% (14/29),50% (5/10),44% (31/70),50% (17/34),45% (5/11),55% (48/87),46% (48/104),50% (96/191),2,0,67% (10/15),36% (5/14),52% (15/29),"['3', '3']","['3', '1', '5', '1']","['1', '0', '2', '1']",[],[],1.48
13.02. 04:55,Shymanovich I.,2,6,1,7,,,2,4,67%,56% (39/70),50% (17/34),55% (6/11),41% (24/58),52% (15/29),50% (5/10),54% (56/104),45% (39/87),50% (95/191),8,0,64% (9/14),33% (5/15),48% (14/29),"['1', '0', '5', '4']",[],"['1', '1', '5', '5', '7', '5']",[],[],2.69
12.02. 06:05,Preston T.,2,6,4,6,,,0,6,58%,48% (26/54),38% (15/39),50% (8/16),56% (39/70),70% (16/23),59% (10/17),44% (41/93),59% (55/93),52% (96/186),6,0,43% (6/14),71% (10/14),57% (16/28),"['2', '0', '4', '0', '5', '1', '6', '2']","['1', '1', '2', '4', '4', '4']","['3', '3', '5', '3', '6', '4']",[],[],1.05
12.02. 06:05,Rodriguez V.,1,2,6,4,,,1,7,75%,44% (31/70),30% (7/23),41% (7/17),52% (28/54),62% (24/39),50% (8/16),41% (38/93),56% (52/93),48% (90/186),4,2,29% (4/14),57% (8/14),43% (12/28),"['1', '4', '2', '5']","['1', '0', '2', '1', '4', '1', '5', '4']","['3', '2', '4', '5']",[],[],8.20
ITF WOMEN - SINGLES :  W75 Brisbane 2 (Australia),hard,header
ITF WOMEN - SINGLES :  W75 Brisbane (Australia),hard,header
WTA - SINGLES :  Australian Open (Australia) - Qualification,hard,header
WTA - SINGLES :  Australian Open (Australia) - Qualification,hard,header
08.01. 06:55,Preston T.,1,7^9,1,2,,,0,9,60%,65% (37/57),24% (9/38),38% (5/13),29% (16/56),53% (21/40),44% (4/9),23,52,69% (9/13),48% (46/95),39% (37/96),43% (83/191),2,0,38% (5/13),29% (4/14),33% (9/27),"['2', '0', '4', '2', '5', '5', '6', '6']",[],[],[],[],2.11
08.01. 06:55,Dart H.,2,6^7,6,6,,,5,6,58%,71% (40/56),48% (19/40),56% (5/9),35% (20/57),76% (29/38),62% (8/13),27,32,79% (11/14),61% (59/96),52% (49/95),57% (108/191),8,0,71% (10/14),62% (8/13),67% (18/27),"['2', '3', '3', '4', '5', '4', '6', '5']","['2', '0', '4', '0']","['1', '0', '5', '2']",[],[],1.75
06.01. 10:35,Preston T.,2,6,6,,,,1,1,69%,67% (24/36),69% (11/16),100% (1/1),38% (8/21),88% (14/16),100% (4/4),13,9,100% (2/2),67% (35/52),59% (22/37),64% (57/89),5,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['1', '0', '4', '1']",[],[],[],1.68
06.01. 10:35,Barthel M.,0,1,2,,,,6,6,57%,62% (13/21),13% (2/16),0% (0/4),33% (12/36),31% (5/16),0% (0/1),12,25,83% (5/6),41% (15/37),33% (17/52),36% (32/89),5,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.15
CHALLENGER WOMEN - SINGLES :  Canberra (Australia),hard,header
