Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/18,26/13,8/4,-,-,0/1
2024,14/7,11/5,3/2,-,-,-
2023,7/4,6/3,1/1,-,-,-
2022,13/7,9/5,4/1,-,-,0/1
