Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,292/224,112/122,174/98,3/2,-,3/2
2023,12/24,6/18,5/5,1/1,-,-
2022,47/23,29/17,18/6,-,-,-
2021,40/25,7/6,33/18,-,-,0/1
2020,0/5,0/4,0/1,-,-,-
2019,54/26,10/7,44/19,-,-,-
2018,18/22,10/15,7/7,-,-,1/0
2017,26/19,10/11,14/7,2/1,-,-
2016,12/13,8/8,3/5,-,-,1/0
2015,28/24,6/10,22/14,-,-,-
2014,36/25,16/15,20/10,-,-,-
2013,13/12,4/6,8/5,-,-,1/1
2012,0/3,0/2,0/1,-,-,-
2011,6/3,6/3,-,-,-,-
