Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,180/123,22/17,150/96,1/4,7/6,-
2023,22/5,1/2,21/3,-,-,-
2022,19/12,-,19/12,-,-,-
2021,56/33,-,56/30,0/3,-,-
2020,0/2,-,0/1,-,0/1,-
2019,3/1,-,3/1,-,-,-
2018,30/18,10/4,20/12,-,0/2,-
2017,14/17,3/4,8/11,1/1,2/1,-
2016,13/16,1/4,12/12,-,-,-
2015,18/12,6/2,8/9,-,4/1,-
2014,5/7,1/1,3/5,-,1/1,-
