Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,171/160,115/111,29/25,24/23,-,3/1
2024,34/20,32/18,2/2,-,-,-
2023,31/35,26/24,2/2,3/9,-,-
2022,36/26,24/17,4/5,8/4,-,-
2021,24/29,10/18,9/8,2/2,-,3/1
2020,11/18,6/15,-,5/3,-,-
2019,17/22,12/13,3/6,2/3,-,-
2018,17/8,4/4,9/2,4/2,-,-
2017,1/1,1/1,-,-,-,-
2016,0/1,0/1,-,-,-,-
