Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/50,-,35/45,1/2,-,2/3
2024,2/1,-,2/1,-,-,-
2023,7/3,-,7/2,0/1,-,-
2022,9/8,-,6/4,1/1,-,2/3
2021,19/27,-,19/27,-,-,-
2020,0/7,-,0/7,-,-,-
2019,1/2,-,1/2,-,-,-
2018,0/2,-,0/2,-,-,-
