Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/32,31/23,6/1,0/2,-,0/6
2024,18/5,14/5,4/0,-,-,-
2023,8/13,6/7,2/1,-,-,0/5
2022,10/9,10/7,-,0/1,-,0/1
2021,1/5,1/4,-,0/1,-,-
