Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Barroso Campos A.,2,,,,,,4,3,67%,82% (40/49),33% (8/24),100% (8/8),43% (13/30),30% (6/20),40% (2/5),66% (48/73),38% (19/50),54% (67/123),5,0,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['2', '0']",[],[],[],4.30
26.08.,Chidekh C.,0,,,,,,1,0,60%,57% (17/30),70% (14/20),60% (3/5),18% (9/49),67% (16/24),0% (0/8),62% (31/50),34% (25/73),46% (56/123),5,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.19
25.08.,Barroso Campos A.,2,,,,,,4,2,58%,78% (40/51),41% (15/37),40% (2/5),23% (13/56),58% (18/31),29% (4/14),63% (55/88),36% (31/87),49% (86/175),7,0,80% (12/15),27% (4/15),53% (16/30),"['2', '3', '4', '3']","['4', '5']","['5', '4']",[],[],2.85
25.08.,Glinka D.,1,,,,,,13,4,64%,77% (43/56),42% (13/31),71% (10/14),22% (11/51),59% (22/37),60% (3/5),64% (56/87),38% (33/88),51% (89/175),3,1,73% (11/15),20% (3/15),47% (14/30),"['3', '1']","['5', '3', '6', '4']",[],[],[],1.39
20.08.,Torres T.,2,,,,,,"['1', '0', '4', '5']","['2', '2', '5', '3']",[],[],[],2.10
20.08.,Barroso Campos A.,0,,,,,,"['1', '1', '4', '2']","['2', '1']",[],[],[],1.67
16.08.,McCormick T.,2,,,,,,"['1', '0']","['4', '2']","['5', '4']",[],[],20.5
16.08.,Barroso Campos A.,1,,,,,,"['2', '2']",[],[],[],[],1.56
15.08.,Barroso Campos A.,2,,,,,,"['2', '1', '4', '1', '6', '1']",[],"['1', '0', '2', '1', '4', '3', '6', '3']",[],[],1.67
15.08.,Araujo P.,1,,,,,,[],"['2', '1', '4', '1', '6', '1']","['1', '1', '3', '3']",[],[],20.5
14.08.,Barroso Campos A.,2,,,,,,[],"['3', '2', '4', '3']","['1', '0', '3', '2', '5', '4']",[],[],21.0
14.08.,Vylegzhanin N.,1,,,,,,"['6', '4']","['3', '3']","['1', '1', '4', '4', '5', '5']",[],[],1.76
13.08.,Barroso Campos A.,2,,,,,,"['4', '3']","['3', '1']","['2', '1', '4', '5']",[],[],-
13.08.,Valdoleiros G.,1,,,,,,"['5', '5']",[],"['2', '2', '5', '3']",[],[],-
20.07.,Catry R.,2,,,,,,3,12,56%,75% (40/53),41% (17/41),70% (7/10),34% (19/56),50% (11/22),50% (4/8),23,39,81% (13/16),61% (57/94),38% (30/78),51% (87/172),5,0,79% (11/14),29% (4/14),54% (15/28),"['2', '1']","['3', '1', '6', '4']","['3', '1']",[],[],2.01
20.07.,Barroso Campos A.,1,,,,,,4,3,72%,66% (37/56),50% (11/22),50% (4/8),25% (13/53),59% (24/41),30% (3/10),18,43,65% (11/17),62% (48/78),39% (37/94),49% (85/172),5,1,71% (10/14),21% (3/14),46% (13/28),"['2', '2', '5', '3']","['4', '5']",[],[],[],1.73
