Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,58/73,17/21,32/32,9/20,-,-
2024,6/6,-,6/5,0/1,-,-
2023,15/20,2/2,10/10,3/8,-,-
2022,24/22,9/8,10/6,5/8,-,-
2021,7/16,3/8,3/7,1/1,-,-
2020,4/3,3/2,1/1,-,-,-
2019,0/3,0/1,0/1,0/1,-,-
2018,2/3,-,2/2,0/1,-,-
