Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,186/95,151/70,35/22,0/1,-,0/2
2024,47/16,47/15,-,-,-,0/1
2023,9/13,9/7,0/5,-,-,0/1
2022,51/26,38/19,13/6,0/1,-,-
2021,41/25,40/22,1/3,-,-,-
2020,29/10,13/5,16/5,-,-,-
2019,9/4,4/2,5/2,-,-,-
2016,0/1,-,0/1,-,-,-
