Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/58,9/9,43/47,-,-,4/2
2024,4/13,1/5,3/8,-,-,-
2023,25/20,8/4,17/16,-,-,-
2022,18/19,-,14/17,-,-,4/2
2021,9/6,-,9/6,-,-,-
