Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/25,3/14,12/11,-,-,1/0
2024,11/15,2/9,9/6,-,-,-
2023,4/7,0/2,3/5,-,-,1/0
2022,1/3,1/3,-,-,-,-
