Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,99/46,3/2,90/39,1/3,-,5/2
2024,22/11,1/1,17/7,1/2,-,3/1
2023,54/23,2/1,50/21,-,-,2/1
2022,18/6,-,18/5,0/1,-,-
2019,3/3,-,3/3,-,-,-
2018,2/2,-,2/2,-,-,-
2016,0/1,-,0/1,-,-,-
