Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/70,55/41,32/14,27/15,-,-
2024,0/2,0/1,0/1,-,-,-
2023,23/14,14/9,3/1,6/4,-,-
2022,22/16,9/7,5/4,8/5,-,-
2021,13/15,4/11,5/2,4/2,-,-
2020,12/14,11/10,1/3,0/1,-,-
2019,25/6,6/3,18/2,1/1,-,-
2018,19/3,11/0,0/1,8/2,-,-
