Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/86,52/51,29/28,0/4,-,3/3
2024,11/22,7/14,4/7,0/1,-,-
2023,16/24,5/12,11/11,0/1,-,-
2022,37/25,24/14,10/7,0/1,-,3/3
2021,19/14,15/10,4/3,0/1,-,-
2020,1/1,1/1,-,-,-,-
