Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/92,14/15,84/66,7/5,9/6,-
2024,20/16,-,20/16,-,-,-
2023,24/17,1/2,18/13,3/1,2/1,-
2022,7/9,6/5,1/3,0/1,-,-
2021,26/17,7/7,19/10,-,-,-
2019,7/5,-,6/4,1/1,-,-
2018,10/8,0/1,10/7,-,-,-
2017,6/5,-,6/5,-,-,-
2016,5/7,-,3/5,2/1,0/1,-
2015,8/6,-,1/2,1/1,6/3,-
2014,1/2,-,0/1,-,1/1,-
