Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,134/128,22/30,95/77,17/21,-,-
2024,7/5,-,7/5,-,-,-
2023,34/26,0/1,33/24,1/1,-,-
2022,23/27,0/2,22/24,1/1,-,-
2021,29/25,10/9,14/12,5/4,-,-
2020,11/7,-,8/4,3/3,-,-
2019,15/23,8/12,5/4,2/7,-,-
2018,15/14,4/5,6/4,5/5,-,-
2017,0/1,0/1,-,-,-,-
