Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,151/120,9/8,64/53,66/49,6/10,6/0
2024,14/25,0/2,9/14,4/7,1/2,-
2023,37/29,0/1,13/10,22/14,2/4,-
2022,48/27,1/2,8/7,30/14,3/4,6/0
2021,45/27,8/3,29/16,8/8,-,-
2020,1/1,-,-,1/1,-,-
2019,6/10,-,5/6,1/4,-,-
2017,0/1,-,-,0/1,-,-
