Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,163/141,100/86,47/48,0/3,1/1,15/3
2024,38/31,29/22,7/6,-,1/1,1/2
2023,30/28,18/17,8/10,0/1,-,4/0
2022,44/27,19/13,15/11,0/2,-,10/1
2021,35/31,24/18,11/13,-,-,-
2020,10/11,8/8,2/3,-,-,-
2019,4/5,0/1,4/4,-,-,-
2018,1/6,1/6,-,-,-,-
2017,1/2,1/1,0/1,-,-,-
