Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,49/39,0/1,49/38,-,-,-
2024,7/11,-,7/11,-,-,-
2023,36/22,0/1,36/21,-,-,-
2022,6/6,-,6/6,-,-,-
