Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/67,6/6,60/54,8/7,-,-
2024,34/20,3/2,24/16,7/2,-,-
2023,23/28,2/3,21/23,0/2,-,-
2022,12/11,1/1,11/10,-,-,-
2021,4/6,-,3/3,1/3,-,-
2018,1/2,-,1/2,-,-,-
