Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
08.10.2024,Martineau M.,2,,,,,,15,3,65%,93% (43/46),64% (16/25),0% (0/0),19% (10/53),46% (12/26),0% (0/2),83% (59/71),28% (22/79),54% (81/150),7,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],1.32
08.10.2024,Bellier A.,0,,,,,,11,3,67%,81% (43/53),54% (14/26),100% (2/2),7% (3/46),36% (9/25),0% (0/0),72% (57/79),17% (12/71),46% (69/150),3,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],3.20
07.10.2024,Bertrand R.,2,,,,,,7,1,74%,83% (38/46),56% (9/16),100% (5/5),19% (8/43),66% (19/29),29% (2/7),76% (47/62),38% (27/72),55% (74/134),5,0,100% (11/11),18% (2/11),59% (13/22),"['6', '5']","['2', '1']",[],[],[],1.54
07.10.2024,Bellier A.,0,,,,,,14,3,60%,81% (35/43),34% (10/29),71% (5/7),17% (8/46),44% (7/16),0% (0/5),63% (45/72),24% (15/62),45% (60/134),5,0,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],2.37
06.10.2024,Bellier A.,2,,,,,,21,5,65%,80% (57/71),56% (22/39),67% (2/3),10% (5/51),31% (15/48),0% (0/2),72% (79/110),20% (20/99),47% (99/209),7,1,94% (15/16),0% (0/17),45% (15/33),[],[],[],[],[],1.22
06.10.2024,Vocel M.,1,,,,,,19,3,52%,90% (46/51),69% (33/48),100% (2/2),20% (14/71),44% (17/39),33% (1/3),80% (79/99),28% (31/110),53% (110/209),3,0,100% (17/17),6% (1/16),55% (18/33),"['4', '2']",[],[],[],[],4.38
22.09.2024,Eysseric J.,0,,,,,,1,0,56%,100% (9/9),100% (7/7),0% (0/0),30% (3/10),25% (3/12),0% (0/0),100% (16/16),27% (6/22),58% (22/38),6,0,100% (4/4),0% (0/4),50% (4/8),[],[],[],[],[],6.62
22.09.2024,Bellier A.,0,,,,,,1,1,45%,70% (7/10),75% (9/12),0% (0/0),0% (0/9),0% (0/7),0% (0/0),73% (16/22),0% (0/16),42% (16/38),4,0,100% (4/4),0% (0/4),50% (4/8),[],[],[],[],[],1.09
16.09.2024,Landaluce M.,2,,,,,,3,1,76%,81% (30/37),67% (8/12),0% (0/0),34% (13/38),59% (17/29),38% (3/8),78% (38/49),45% (30/67),59% (68/116),5,0,100% (9/9),33% (3/9),67% (12/18),"['1', '0']","['1', '0', '3', '0']",[],[],[],1.41
16.09.2024,Bellier A.,0,,,,,,11,6,57%,66% (25/38),41% (12/29),63% (5/8),19% (7/37),33% (4/12),0% (0/0),55% (37/67),22% (11/49),41% (48/116),5,1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.80
12.09.2024,Gray A.,2,,,,,,"['1', '0']","['3', '2', '5', '2']",[],[],[],1.62
12.09.2024,Bellier A.,0,,,,,,[],"['3', '5']",[],[],[],2.20
02.09.2024,Bellier A.,0,6^4,2,,,,16,4,67%,80% (32/40),45% (9/20),33% (1/3),18% (7/39),22% (4/18),0% (0/0),5,68% (41/60),19% (11/57),44% (52/117),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.31
02.09.2024,Gasquet R.,2,7^7,6,,,,6,0,68%,82% (32/39),78% (14/18),0% (0/0),20% (8/40),55% (11/20),67% (2/3),7,81% (46/57),32% (19/60),56% (65/117),5,100% (10/10),20% (2/10),60% (12/20),[],"['2', '0', '6', '2']",[],[],[],1.31
CHALLENGER MEN - SINGLES :  Chicago (USA) - Qualification,hard,header
23.07.2024,Bellier A.,1,6,3,0,,,6,10,57%,67% (28/42),44% (14/32),44% (4/9),22% (11/51),55% (12/22),40% (2/5),6,57% (42/74),32% (23/73),44% (65/147),2,58% (7/12),15% (2/13),36% (9/25),"['3', '2', '4', '3']",[],[],[],[],3.12
23.07.2024,Fearnley J.,2,4,6,6,,,5,5,70%,78% (40/51),45% (10/22),60% (3/5),33% (14/42),56% (18/32),56% (5/9),7,68% (50/73),43% (32/74),56% (82/147),7,85% (11/13),42% (5/12),64% (16/25),"['3', '3']","['2', '0']","['1', '0', '3', '0', '5', '0']",[],[],1.34
