Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,70/32,3/1,64/27,0/2,3/2,-
2024,8/2,-,8/2,-,-,-
2023,23/13,-,20/11,-,3/2,-
2021,23/8,-,23/8,-,-,-
2020,10/1,-,10/1,-,-,-
2019,0/1,-,-,0/1,-,-
2018,3/1,3/1,-,-,-,-
2017,0/1,-,0/1,-,-,-
2016,3/5,-,3/4,0/1,-,-
