Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,224/152,166/82,21/32,26/29,3/2,8/7
2024,31/18,19/9,0/1,9/7,-,3/1
2023,36/33,31/18,1/7,0/4,3/2,1/2
2022,55/32,46/16,2/9,3/4,-,4/3
2021,50/27,38/14,7/6,5/7,-,-
2020,16/12,9/7,2/2,5/2,-,0/1
2019,16/18,11/11,1/4,4/3,-,-
2018,19/10,11/6,8/3,0/1,-,-
2017,1/2,1/1,-,0/1,-,-
