Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,11/28,5/9,1/7,2/2,-,3/10
2024,0/2,0/1,0/1,-,-,-
2023,10/14,5/6,0/1,2/2,-,3/5
2022,0/1,-,-,-,-,0/1
2019,0/6,-,0/2,-,-,0/4
2018,1/4,0/1,1/3,-,-,-
2017,0/1,0/1,-,-,-,-
