Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  US Open (USA) - Qualification,hard,header
WTA - SINGLES :  US Open (USA) - Qualification,hard,header
WTA - SINGLES :  US Open (USA) - Qualification,hard,header
22.08. 00:25,Bjorklund M.,0,4,4,,,,0,4,55%,63% (20/32),42% (11/26),38% (3/8),41% (18/44),48% (14/29),33% (3/9),53% (31/58),44% (32/73),48% (63/131),3,0,50% (5/10),30% (3/10),40% (8/20),"['2', '3', '4', '5']","['1', '2']",[],[],[],2.25
22.08. 00:25,Mandlik E.,2,6,6,,,,1,3,60%,59% (26/44),52% (15/29),67% (6/9),38% (12/32),58% (15/26),63% (5/8),56% (41/73),47% (27/58),52% (68/131),7,0,70% (7/10),50% (5/10),60% (12/20),"['3', '1', '4', '2', '6', '4']","['2', '0', '6', '4']",[],[],[],1.65
20.08. 23:35,Bjorklund M.,2,6,6,,,,2,3,69%,65% (31/48),45% (10/22),50% (3/6),47% (22/47),65% (11/17),63% (5/8),59% (41/70),52% (33/64),55% (74/134),7,0,70% (7/10),50% (5/10),60% (12/20),"['3', '3', '6', '4']","['3', '1', '4', '2', '6', '4']",[],[],[],1.83
20.08. 23:35,Sobolieva A.,0,4,4,,,,0,3,73%,53% (25/47),35% (6/17),38% (3/8),35% (17/48),55% (12/22),50% (3/6),48% (31/64),41% (29/70),45% (60/134),3,0,50% (5/10),30% (3/10),40% (8/20),"['2', '1']","['2', '3', '3', '4']",[],[],[],1.98
WTA - SINGLES :  Toronto (Canada) - Qualification,hard,header
05.08. 01:45,Bjorklund M.,0,5,4,,,,1,3,62%,60% (26/43),46% (12/26),60% (6/10),0 km/h,0 km/h,34% (17/50),50% (10/20),40% (2/5),55% (38/69),39% (27/70),47% (65/139),2,1,64% (7/11),18% (2/11),41% (9/22),"['2', '1']","['3', '2']",[],[],[],3.04
05.08. 01:45,Wang Y.,2,7,6,,,,2,2,71%,66% (33/50),50% (10/20),60% (3/5),0 km/h,0 km/h,40% (17/43),54% (14/26),40% (4/10),61% (43/70),45% (31/69),53% (74/139),8,0,82% (9/11),36% (4/11),59% (13/22),"['3', '3', '7', '5']","['3', '3', '6', '4']",[],[],[],1.38
WTA - SINGLES :  Washington (USA) - Qualification,hard,header
27.07. 23:40,Bjorklund M.,0,6^8,0,,,,4,4,55%,70% (21/30),32% (8/25),43% (3/7),28% (12/43),52% (13/25),20% (1/5),52% (30/58),35% (23/66),43% (53/124),3,0,56% (5/9),11% (1/9),33% (6/18),"['1', '0']",[],[],[],[],2.66
27.07. 23:40,Rakhimova K.,2,7^10,6,,,,1,3,63%,72% (31/43),48% (12/25),80% (4/5),30% (9/30),68% (17/25),57% (4/7),65% (43/66),48% (28/58),57% (71/124),7,0,89% (8/9),44% (4/9),67% (12/18),"['4', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],1.45
CHALLENGER WOMEN - SINGLES :  Bastad (Sweden),clay,header
09.07. 18:55,Bjorklund M.,0,4,2,,,,0,0,54%,54% (21/39),36% (12/33),50% (6/12),45% (14/31),40% (8/20),43% (3/7),46% (33/72),43% (22/51),45% (55/123),1,0,33% (3/9),33% (3/9),33% (6/18),"['1', '0', '3', '2']","['1', '0']",[],[],[],2.38
09.07. 18:55,Semenistaja D.,2,6,6,,,,1,1,61%,55% (17/31),60% (12/20),57% (4/7),46% (18/39),64% (21/33),50% (6/12),57% (29/51),54% (39/72),55% (68/123),9,0,67% (6/9),67% (6/9),67% (12/18),"['1', '1', '3', '3', '6', '4']","['2', '2', '4', '2', '6', '2']",[],[],[],1.55
WTA - SINGLES :  Nottingham (United Kingdom) - Qualification,grass,header
08.06. 16:20,Bjorklund M.,0,5,2,,,,0,1,51%,55% (17/31),37% (11/30),25% (2/8),43% (18/42),41% (7/17),56% (5/9),39% (17/44),51% (34/67),46% (51/111),2,1,40% (4/10),30% (3/10),35% (7/20),"['2', '2', '5', '5']","['2', '4']",[],[],[],1.83
08.06. 16:20,Gibson T.,2,7,6,,,,4,1,71%,57% (24/42),59% (10/17),44% (4/9),45% (14/31),63% (19/30),75% (6/8),49% (33/67),61% (27/44),54% (60/111),8,0,70% (7/10),60% (6/10),65% (13/20),"['1', '0', '5', '4', '6', '5', '7', '5']","['1', '0', '4', '1', '5', '2']",[],[],[],1.98
CHALLENGER WOMEN - SINGLES :  Lleida (Spain),clay,header
01.05. 15:05,Osorio C.,0,4,,,,,0,1,68%,71% (12/17),38% (3/8),50% (1/2),86% (6/7),57% (4/7),67% (2/3),60% (15/25),71% (10/14),64% (25/39),8,0,67% (2/3),100% (2/2),80% (4/5),"['2', '0', '3', '1']",[],[],[],[],1.39
01.05. 15:05,Bjorklund M.,0,1,,,,,0,3,50%,14% (1/7),43% (3/7),33% (1/3),29% (5/17),63% (5/8),50% (1/2),29% (4/14),40% (10/25),36% (14/39),2,0,0% (0/2),33% (1/3),20% (1/5),"['1', '2']",[],[],[],[],3.06
CHALLENGER WOMEN - SINGLES :  Lleida (Spain) - Qualification,clay,header
30.04. 13:35,Bjorklund M.,2,6,7,,,,1,0,72%,70% (31/44),53% (9/17),33% (1/3),38% (15/40),77% (10/13),83% (5/6),66% (40/61),47% (25/53),57% (65/114),6,0,80% (8/10),50% (5/10),65% (13/20),"['3', '2', '5', '2']","['1', '0', '2', '3', '6', '5']",[],[],[],2.31
30.04. 13:35,Jimenez Kasintseva V.,0,2,5,,,,0,0,75%,63% (25/40),23% (3/13),17% (1/6),30% (13/44),47% (8/17),67% (2/3),53% (28/53),34% (21/61),43% (49/114),4,3,50% (5/10),20% (2/10),35% (7/20),[],"['1', '1', '3', '1']",[],[],[],1.62
ITF WOMEN - SINGLES :  W100 Oeiras (Portugal),clay,header
WTA - SINGLES :  US Open (USA),hard,header
29.08.2023,Bjorklund M.,1,6,3,6^3,,,1,0,71%,57% (60/105),45% (19/42),74% (14/19),26% (14/53),67% (30/45),42% (5/12),36,45,79% (22/28),54% (79/147),45% (44/98),50% (123/245),67% (10/15),33% (5/15),50% (15/30),4938,"['2', '2', '4', '2']","['2', '3']","['4', '4', '6', '6']",[],[],2.78
29.08.2023,Mertens E.,2,3,6,7^10,,,6,12,54%,74% (39/53),33% (15/45),58% (7/12),43% (45/105),55% (23/42),26% (5/19),36,49,60% (9/15),55% (54/98),46% (68/147),50% (122/245),67% (10/15),33% (5/15),50% (15/30),4745,"['1', '0']","['2', '0', '5', '3']","['4', '3', '6', '5']",[],[],1.46
WTA - SINGLES :  US Open (USA) - Qualification,hard,header
26.08.2023,Bjorklund M.,2,6,6,,,,3,0,67%,73% (24/33),56% (9/16),80% (4/5),50% (22/44),55% (12/22),38% (5/13),67% (33/49),52% (34/66),58% (67/115),88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '1', '5', '2']","['3', '2', '5', '2']",[],[],[],1.26
26.08.2023,Raina A.,0,2,2,,,,1,1,67%,50% (22/44),45% (10/22),62% (8/13),27% (9/33),44% (7/16),20% (1/5),48% (32/66),33% (16/49),42% (48/115),38% (3/8),13% (1/8),25% (4/16),"['2', '4']",[],[],[],[],3.72
24.08.2023,Bjorklund M.,2,6,6,,,,5,1,69%,68% (30/44),60% (12/20),80% (4/5),44% (14/32),50% (9/18),50% (4/8),26,22,82% (9/11),66% (42/64),46% (23/50),57% (65/114),89% (8/9),44% (4/9),67% (12/18),"['1', '0', '3', '0']","['2', '3', '5', '4']",[],[],[],1.48
24.08.2023,Jeanjean L.,0,2,4,,,,3,2,64%,56% (18/32),50% (9/18),50% (4/8),32% (14/44),40% (8/20),20% (1/5),14,31,63% (10/16),54% (27/50),34% (22/64),43% (49/114),56% (5/9),11% (1/9),33% (6/18),[],"['3', '1']",[],[],[],2.68
23.08.2023,Bjorklund M.,2,6,6,,,,1,1,83%,64% (35/55),36% (4/11),89% (8/9),52% (13/25),59% (10/17),83% (5/6),11,22,80% (8/10),59% (39/66),55% (23/42),57% (62/108),88% (7/8),71% (5/7),80% (12/15),"['1', '1', '3', '1', '5', '1']","['2', '1', '5', '2']",[],[],[],1.45
23.08.2023,Jones M.,0,1,2,,,,0,2,60%,48% (12/25),41% (7/17),17% (1/6),36% (20/55),64% (7/11),11% (1/9),8,29,57% (8/14),45% (19/42),41% (27/66),43% (46/108),29% (2/7),13% (1/8),20% (3/15),"['1', '0']",[],[],[],[],2.67
WTA - SINGLES :  Montreal (Canada) - Qualification,hard,header
05.08.2023,Bjorklund M.,1,7,4,4,,,1,2,70%,70% (47/67),55% (16/29),67% (8/12),23% (13/57),53% (18/34),50% (3/6),66% (63/96),34% (31/91),50% (94/187),75% (12/16),19% (3/16),47% (15/32),"['6', '5']",[],"['1', '0', '4', '5']",[],[],2.25
05.08.2023,Krueger A.,2,5,6,6,,,2,10,63%,77% (44/57),47% (16/34),50% (3/6),30% (20/67),45% (13/29),33% (4/12),66% (60/91),34% (33/96),50% (93/187),81% (13/16),25% (4/16),53% (17/32),[],"['6', '4']","['3', '3', '5', '3', '6', '4']",[],[],1.65
CHALLENGER WOMEN - SINGLES :  Bastad (Sweden),clay,header
12.07.2023,Bjorklund M.,1,6^2,6,1,,,1,5,66%,52% (36/69),43% (15/35),45% (5/11),41% (22/54),55% (26/47),38% (6/16),49% (51/104),48% (48/101),48% (99/205),54% (7/13),46% (6/13),50% (13/26),"['1', '0', '4', '3', '6', '5']","['2', '0', '3', '1', '5', '1']",[],[],[],2.44
12.07.2023,Navarro E.,2,7^7,1,6,,,0,9,53%,59% (32/54),45% (21/47),63% (10/16),48% (33/69),57% (20/35),55% (6/11),52% (53/101),51% (53/104),52% (106/205),54% (7/13),46% (6/13),50% (13/26),"['2', '2', '5', '5', '6', '6']","['1', '2']","['2', '0', '4', '0']",[],[],1.55
11.07.2023,Bjorklund M.,2,6,6,,,,3,0,71%,67% (24/36),60% (9/15),75% (3/4),44% (16/36),63% (10/16),45% (5/11),65% (33/51),50% (26/52),57% (59/103),88% (7/8),56% (5/9),71% (12/17),"['1', '0', '3', '0', '6', '1']","['2', '0', '6', '4']",[],[],[],1.07
11.07.2023,Cabaj Awad J.,0,1,4,,,,0,4,69%,56% (20/36),38% (6/16),55% (6/11),33% (12/36),40% (6/15),25% (1/4),50% (26/52),35% (18/51),43% (44/103),44% (4/9),13% (1/8),29% (5/17),[],"['4', '5']",[],[],[],8.70
WTA - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
27.06.2023,Bjorklund M.,1,6,4,3,,,2,1,71%,49% (37/75),47% (14/30),47% (7/15),36% (21/59),66% (21/32),46% (6/13),21,46,25% (3/12),49% (51/105),46% (42/91),47% (93/196),47% (7/15),43% (6/14),45% (13/29),"['2', '2', '4', '2', '6', '4']","['2', '4']","['1', '5', '3', '5']",[],[],1.98
27.06.2023,Golubic V.,2,4,6,6,,,1,4,65%,64% (38/59),34% (11/32),54% (7/13),51% (38/75),53% (16/30),53% (8/15),24,44,75% (12/16),54% (49/91),51% (54/105),53% (103/196),57% (8/14),53% (8/15),55% (16/29),"['1', '0', '3', '4']","['1', '0', '3', '0']","['1', '0', '3', '0', '5', '0', '6', '3']",[],[],1.83
ITF WOMEN - SINGLES :  W100 Ilkley (United Kingdom),grass,header
CHALLENGER WOMEN - SINGLES :  Valencia (Spain),clay,header
16.06.2023,Bjorklund M.,1,7^7,3,4,,,1,4,74%,52% (45/86),47% (14/30),69% (18/26),37% (32/86),67% (26/39),33% (5/15),51% (59/116),46% (58/125),49% (117/241),50% (8/16),33% (5/15),42% (13/31),"['2', '3', '5', '4']","['3', '3']","['1', '0', '4', '5']",[],[],2.16
16.06.2023,Podoroska N.,2,6^5,6,6,,,2,14,69%,63% (54/86),33% (13/39),67% (10/15),48% (41/86),53% (16/30),31% (8/26),54% (67/125),49% (57/116),51% (124/241),67% (10/15),50% (8/16),58% (18/31),"['2', '0', '5', '5']","['1', '0', '4', '3', '6', '3']","['2', '2', '4', '2', '6', '4']",[],[],1.71
14.06.2023,Bjorklund M.,2,6,6,,,,2,2,67%,59% (24/41),40% (8/20),56% (5/9),46% (22/48),67% (12/18),35% (6/17),52% (32/61),52% (34/66),52% (66/127),60% (6/10),67% (6/9),63% (12/19),"['2', '2', '4', '2', '5', '3', '6', '4']","['2', '2', '5', '3']",[],[],[],1.46
14.06.2023,Astakhova D.,0,4,3,,,,0,2,73%,54% (26/48),33% (6/18),65% (11/17),41% (17/41),60% (12/20),44% (4/9),48% (32/66),48% (29/61),48% (61/127),33% (3/9),40% (4/10),37% (7/19),"['1', '0', '3', '4', '4', '5']","['1', '0']",[],[],[],2.71
13.06.2023,Bjorklund M.,2,6,6^3,6,,,0,3,64%,57% (33/58),34% (11/32),36% (4/11),47% (22/47),59% (37/63),55% (11/20),49% (44/90),54% (59/110),52% (103/200),50% (7/14),69% (11/16),60% (18/30),"['1', '0', '3', '0', '4', '1', '6', '3']","['2', '4', '3', '5', '5', '5']","['1', '0', '2', '1', '4', '1', '6', '3']",[],[],2.05
13.06.2023,Bondar A.,1,3,7^7,3,,,1,6,43%,53% (25/47),41% (26/63),45% (9/20),43% (25/58),66% (21/32),64% (7/11),46% (51/110),51% (46/90),49% (97/200),31% (5/16),50% (7/14),40% (12/30),"['1', '3', '3', '5']","['1', '0', '3', '0', '5', '2']","['1', '1', '3', '5']",[],[],1.79
WTA - SINGLES :  French Open (France) - Qualification,clay,header
