Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,203/155,93/76,99/71,5/6,-,6/2
2024,34/22,16/12,18/10,-,-,-
2023,28/26,23/21,5/5,-,-,-
2022,30/23,6/6,15/11,4/5,-,5/1
2021,42/18,29/13,13/5,-,-,-
2020,5/13,5/10,0/3,-,-,-
2019,27/20,2/4,25/15,-,-,0/1
2018,25/18,5/5,18/12,1/1,-,1/0
2017,10/9,7/5,3/4,-,-,-
2016,0/3,-,0/3,-,-,-
2015,2/3,-,2/3,-,-,-
