Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/50,3/2,61/48,-,-,-
2024,0/1,-,0/1,-,-,-
2023,16/20,3/2,13/18,-,-,-
2022,41/25,-,41/25,-,-,-
2021,5/3,-,5/3,-,-,-
2018,2/1,-,2/1,-,-,-
