Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/73,12/21,70/41,18/11,-,-
2024,27/18,-,27/17,0/1,-,-
2023,30/20,9/9,15/9,6/2,-,-
2022,28/17,1/2,25/14,2/1,-,-
2021,15/18,2/10,3/1,10/7,-,-
