Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,23/21,8/7,12/11,1/0,-,2/3
2024,17/8,5/2,12/6,-,-,-
2023,3/6,-,0/3,1/0,-,2/3
2022,2/3,2/2,0/1,-,-,-
2021,1/4,1/3,0/1,-,-,-
