Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,39/34,22/18,17/16,-,-,-
2024,32/19,20/14,12/5,-,-,-
2023,2/9,2/3,0/6,-,-,-
2022,5/6,0/1,5/5,-,-,-
