Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,208/122,41/18,137/90,9/10,-,21/4
2024,13/11,4/1,7/7,-,-,2/3
2023,43/13,3/1,24/12,-,-,16/0
2022,14/6,7/1,4/4,-,-,3/1
2019,13/18,3/3,10/15,-,-,-
2018,23/23,3/2,19/17,1/4,-,-
2017,39/21,6/5,27/13,6/3,-,-
2016,45/20,5/2,40/17,0/1,-,-
2015,5/6,1/1,2/3,2/2,-,-
2014,9/2,9/2,-,-,-,-
2013,3/1,-,3/1,-,-,-
2012,1/1,-,1/1,-,-,-
