Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,52/50,4/6,37/26,11/18,-,-
2024,19/16,3/3,9/5,7/8,-,-
2023,22/23,1/3,18/15,3/5,-,-
2022,8/5,-,8/3,0/2,-,-
2021,1/2,-,1/1,0/1,-,-
2020,1/2,-,1/2,-,-,-
2019,1/2,-,-,1/2,-,-
