Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Todi (Italy) - Qualification,clay,header
11.08. 16:55,Gerini T.,0,4,1,,,,3,3,83%,51% (18/35),0% (0/7),38% (3/8),21% (6/28),44% (8/18),67% (2/3),5,43% (18/42),30% (14/46),36% (32/88),2,38% (3/8),22% (2/9),29% (5/17),"['1', '2', '4', '5']",[],[],[],[],5.38
11.08. 16:55,Villanueva G.,2,6,6,,,,0,1,61%,79% (22/28),56% (10/18),33% (1/3),49% (17/35),100% (7/7),63% (5/8),16,70% (32/46),57% (24/42),64% (56/88),6,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '3', '1', '6', '4']","['2', '0', '4', '0']",[],[],[],1.14
ITF MEN - SINGLES :  M15 Perugia (Italy),clay,header
26.07. 22:00,Gerini T.,0,2,2,,,,"['2', '0']",[],[],[],[],1.86
26.07. 22:00,Spadola A.,2,6,6,,,,"['1', '2', '3', '2', '5', '2']","['1', '0', '4', '1']",[],[],[],1.86
25.07. 23:55,Gerini T.,2,6,6,,,,"['2', '0', '4', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.87
25.07. 23:55,Caruso A.,0,3,1,,,,"['2', '3']",[],[],[],[],1.85
24.07. 15:10,Gerini T.,2,6,6,,,,"['1', '3', '3', '3', '5', '3']","['1', '0', '3', '0']",[],[],[],3.12
24.07. 15:10,Virgili Berini F.,0,3,2,,,,"['1', '0', '3', '0']",[],[],[],[],1.33
ITF MEN - SINGLES :  M15 Perugia (Italy),clay,header
27.07.2023,Gerini T.,0,3,6^2,,,,"['3', '4']","['1', '1', '2', '2', '5', '3']",[],[],[],3.83
27.07.2023,Bondioli F.,2,6,7^7,,,,"['4', '2', '5', '3']","['1', '0', '2', '1', '4', '5']",[],[],[],1.23
ITF MEN - SINGLES :  Gubbio (Italy),clay,header
18.07.2019,Gerini T.,1,7^8,4,4,,,"['4', '5']","['4', '2']","['2', '2']",[],[],5.05
18.07.2019,Virgili A.,2,6^6,6,6,,,"['5', '3']","['3', '4', '5', '4']","['2', '1', '4', '3']",[],[],1.14
ITF MEN - SINGLES :  Santa Margherita Di Pula 4 (Italy),clay,header
