Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,228/152,149/92,56/52,17/8,-,6/0
2024,20/20,10/14,2/4,8/2,-,-
2023,40/36,18/18,12/14,4/4,-,6/0
2022,48/31,36/21,12/10,-,-,-
2021,51/27,44/20,2/5,5/2,-,-
2020,25/6,13/3,12/3,-,-,-
2018,18/16,13/10,5/6,-,-,-
2017,4/2,3/1,1/1,-,-,-
2016,12/8,5/2,7/6,-,-,-
2015,4/2,2/1,2/1,-,-,-
2014,6/4,5/2,1/2,-,-,-
