Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/77,46/68,4/9,-,-,-
2024,10/19,10/19,-,-,-,-
2023,9/8,9/8,-,-,-,-
2022,14/25,13/22,1/3,-,-,-
2021,16/18,13/12,3/6,-,-,-
2020,0/3,0/3,-,-,-,-
2019,1/4,1/4,-,-,-,-
