Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,10/9,10/7,0/1,-,-,0/1
2024,3/4,3/2,0/1,-,-,0/1
2023,6/4,6/4,-,-,-,-
2022,1/1,1/1,-,-,-,-
