Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,181/160,117/106,46/38,18/15,-,0/1
2024,35/23,28/20,7/3,-,-,-
2023,37/30,32/24,5/5,0/1,-,-
2022,36/27,16/16,6/4,14/7,-,-
2021,22/23,14/14,5/5,3/4,-,-
2020,6/10,0/2,6/6,0/1,-,0/1
2019,24/24,9/14,15/10,-,-,-
2018,9/10,7/5,2/4,0/1,-,-
2017,2/7,1/5,0/1,1/1,-,-
2016,8/5,8/5,-,-,-,-
2015,2/1,2/1,-,-,-,-
