Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,42/24,0/5,37/17,5/2,-,-
2024,15/5,-,12/4,3/1,-,-
2023,7/6,-,5/5,2/1,-,-
2022,6/2,-,6/2,-,-,-
2021,5/4,-,5/4,-,-,-
2020,9/4,0/2,9/2,-,-,-
2019,0/2,0/2,-,-,-,-
2018,0/1,0/1,-,-,-,-
