Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/32,32/19,21/9,7/4,-,-
2024,21/10,20/9,-,1/1,-,-
2023,25/15,11/9,8/3,6/3,-,-
2022,10/5,-,10/5,-,-,-
2021,4/2,1/1,3/1,-,-,-
