Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/27,34/17,12/10,-,-,-
2024,33/17,26/10,7/7,-,-,-
2023,9/7,4/4,5/3,-,-,-
2022,0/1,0/1,-,-,-,-
2020,4/2,4/2,-,-,-,-
