Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/40,26/13,23/23,-,-,1/4
2024,29/19,15/5,14/14,-,-,-
2023,21/15,11/6,9/5,-,-,1/4
2019,0/5,0/2,0/3,-,-,-
2018,0/1,-,0/1,-,-,-
