Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/24,14/16,4/4,3/4,-,-
2024,5/15,4/10,0/2,1/3,-,-
2023,10/4,5/2,3/1,2/1,-,-
2022,6/5,5/4,1/1,-,-,-
