Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/40,19/30,16/5,6/5,-,-
2024,19/6,6/3,10/2,3/1,-,-
2023,15/24,9/19,6/3,0/2,-,-
2022,6/6,3/4,-,3/2,-,-
2021,1/3,1/3,-,-,-,-
2019,0/1,0/1,-,-,-,-
