Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,22/15,15/10,2/2,1/1,-,4/2
2024,13/10,8/7,1/1,-,-,4/2
2023,9/5,7/3,1/1,1/1,-,-
