Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,250/172,31/18,202/139,9/10,8/5,-
2024,20/22,-,20/22,-,-,-
2023,37/22,4/2,28/18,-,5/2,-
2022,8/4,-,8/2,0/2,-,-
2021,12/7,-,12/7,-,-,-
2020,7/6,1/2,4/3,2/1,-,-
2019,31/32,1/1,30/29,0/1,0/1,-
2018,32/25,6/5,25/17,0/2,1/1,-
2017,39/31,9/5,26/23,2/2,2/1,-
2016,47/16,-,42/14,5/2,-,-
2015,17/7,10/3,7/4,-,-,-
