Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,105/62,46/28,50/23,8/9,1/2,-
2024,19/8,19/8,-,-,-,-
2023,22/18,11/7,7/5,3/4,1/2,-
2022,47/18,7/4,39/13,1/1,-,-
2021,11/12,7/5,4/5,0/2,-,-
2019,4/3,2/2,-,2/1,-,-
2018,0/2,0/2,-,-,-,-
2017,2/1,-,-,2/1,-,-
