Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,91/71,43/29,46/37,2/5,-,-
2024,29/22,13/10,16/12,-,-,-
2023,31/25,14/9,17/14,0/2,-,-
2022,30/22,16/10,13/11,1/1,-,-
2021,1/2,-,-,1/2,-,-
