Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/116,105/73,22/30,19/13,-,-
2024,38/26,34/19,4/4,0/3,-,-
2023,39/23,28/14,4/5,7/4,-,-
2022,16/12,6/6,3/3,7/3,-,-
2021,29/24,19/15,5/6,5/3,-,-
2020,20/20,17/15,3/5,-,-,-
2019,4/11,1/4,3/7,-,-,-
