Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,71/93,9/16,55/65,7/12,-,-
2024,10/12,3/3,7/7,0/2,-,-
2023,11/25,1/5,10/17,0/3,-,-
2022,18/28,0/3,11/18,7/7,-,-
2021,31/23,5/4,26/19,-,-,-
2020,1/5,0/1,1/4,-,-,-
