Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,40/40,27/30,7/4,6/6,-,-
2023,8/15,4/13,-,4/2,-,-
2022,23/16,18/11,5/3,0/2,-,-
2021,9/9,5/6,2/1,2/2,-,-
