Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,123/123,84/76,30/37,0/2,-,9/8
2024,11/14,11/14,-,-,-,-
2023,25/25,24/18,1/7,-,-,-
2022,32/27,16/12,7/7,-,-,9/8
2021,30/29,23/23,7/4,0/2,-,-
2020,1/5,0/1,1/4,-,-,-
2019,21/21,10/7,11/14,-,-,-
2018,3/1,-,3/1,-,-,-
2015,0/1,0/1,-,-,-,-
