Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
23.02.,Rybakov A.,2,,,,,,6,5,61%,82% (42/51),48% (16/33),20% (1/5),32% (22/68),59% (27/46),33% (5/15),69% (58/84),43% (50/116),54% (108/200),6,0,75% (12/16),31% (5/16),53% (17/32),"['2', '0', '4', '4', '7', '5']","['3', '1']","['6', '4']",[],[],1.13
23.02.,Renard L.,1,,,,,,0,9,60%,68% (46/68),41% (19/46),67% (10/15),18% (9/51),52% (17/33),80% (4/5),57% (66/116),31% (26/84),46% (92/200),4,3,69% (11/16),25% (4/16),47% (15/32),"['1', '2', '4', '3']","['2', '3', '5', '4']",[],[],[],5.30
30.01.,Jones M.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['3', '1', '5', '1']",[],[],[],1.34
30.01.,Renard L.,0,,,,,,"['1', '0']",[],[],[],[],3.04
29.01.,Renard L.,2,,,,,,"['1', '0', '6', '5']","['2', '1', '6', '5']",[],[],[],2.16
29.01.,Salle F.,0,,,,,,"['3', '3']","['2', '2', '6', '6']",[],[],[],1.63
12.10.2024,Huesler M.,2,,,,,,6,1,81%,76% (22/29),71% (5/7),100% (1/1),60% (12/20),82% (14/17),75% (6/8),19,11,67% (6/9),75% (27/36),70% (26/37),73% (53/73),8,0,100% (6/6),100% (6/6),100% (12/12),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '0']",[],[],[],1.02
12.10.2024,Renard L.,0,,,,,,1,4,54%,40% (8/20),18% (3/17),25% (2/8),24% (7/29),29% (2/7),0% (0/1),4,20,50% (4/8),30% (11/37),25% (9/36),27% (20/73),2,1,0% (0/6),0% (0/6),0% (0/12),[],[],[],[],[],15.10
24.09.2024,Koistila Larsson K.,2,,,,,,"['2', '0']","['1', '0', '2', '1']",[],[],[],6.34
24.09.2024,Renard L.,0,,,,,,[],"['1', '1']",[],[],[],1.09
22.09.2024,Moeller M.,2,,,,,,"['3', '3', '5', '3', '6', '4']","['1', '1', '3', '1', '6', '4']",[],[],[],1.12
22.09.2024,Renard L.,0,,,,,,"['3', '2', '4', '5']","['1', '0', '3', '4']",[],[],[],5.53
21.09.2024,Renard L.,2,,,,,,"['2', '3', '4', '3', '6', '3']","['1', '1', '2', '2', '3', '3', '5', '3', '6', '4']",[],[],[],3.62
21.09.2024,Poling K.,0,,,,,,"['2', '0']","['1', '0', '2', '1', '3', '2', '4', '5']",[],[],[],1.25
20.09.2024,Renard L.,2,,,,,,"['1', '0']","['1', '0', '3', '0']",[],[],[],5.37
20.09.2024,Rosenkranz M.,0,,,,,,[],[],[],[],[],1.13
19.09.2024,Renard L.,2,,,,,,"['1', '0', '4', '1', '6', '3']","['2', '0', '4', '0']",[],[],[],1.41
19.09.2024,Nanobashvili Saba G.,0,,,,,,"['2', '4']",[],[],[],[],2.75
18.09.2024,Renard L.,2,,,,,,"['1', '0', '4', '1']","['2', '1', '4', '3']",[],[],[],4.17
18.09.2024,Heinonen A.,0,,,,,,[],"['3', '3']",[],[],[],1.20
15.08.2024,Rodesch C.,2,,,,,,"['1', '1', '3', '1', '6', '2']","['2', '0']",[],[],[],1.02
15.08.2024,Renard L.,0,,,,,,"['1', '0']",[],[],[],[],11.50
14.08.2024,Renard L.,2,,,,,,"['1', '0', '2', '1', '6', '3']",[],"['3', '2', '5', '2']",[],[],2.10
14.08.2024,Edengren K.,1,,,,,,"['1', '1']","['4', '3', '6', '3']",[],[],[],1.68
21.07.2024,Sels J.,2,,,,,,1,3,65%,71% (22/31),53% (9/17),60% (3/5),47% (15/32),63% (19/30),46% (6/13),65% (31/48),55% (34/62),59% (65/110),6,0,75% (6/8),67% (6/9),71% (12/17),"['1', '0', '3', '2', '5', '4']","['2', '1', '4', '1', '6', '1']",[],[],[],1.03
21.07.2024,Renard L.,0,,,,,,1,4,52%,53% (17/32),37% (11/30),54% (7/13),29% (9/31),47% (8/17),40% (2/5),45% (28/62),35% (17/48),41% (45/110),4,1,33% (3/9),25% (2/8),29% (5/17),"['2', '2', '4', '4']",[],[],[],[],10.50
13.11.2023,Montes-De La Torre I.,2,,,,,,1,1,74%,85% (29/34),42% (5/12),100% (3/3),30% (10/33),68% (19/28),57% (4/7),74% (34/46),48% (29/61),59% (63/107),100% (8/8),44% (4/9),71% (12/17),"['2', '1', '6', '3']","['3', '1', '6', '2']",[],[],[],1.08
13.11.2023,Renard L.,0,,,,,,9,3,54%,70% (23/33),32% (9/28),43% (3/7),15% (5/34),58% (7/12),0% (0/3),52% (32/61),26% (12/46),41% (44/107),56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],6.98
05.11.2023,Karlovskiy E.,2,,,,,,8,1,70%,76% (28/37),69% (11/16),50% (1/2),22% (8/36),74% (26/35),44% (4/9),74% (39/53),48% (34/71),59% (73/124),90% (9/10),40% (4/10),65% (13/20),"['3', '2', '5', '2']","['4', '5', '6', '5']",[],[],[],1.18
05.11.2023,Renard L.,0,,,,,,9,6,51%,78% (28/36),26% (9/35),56% (5/9),24% (9/37),31% (5/16),50% (1/2),52% (37/71),26% (14/53),41% (51/124),60% (6/10),10% (1/10),35% (7/20),[],"['2', '0']",[],[],[],4.47
01.11.2023,Johns G.,2,,,,,,"['3', '2']","['4', '3', '6', '5']",[],[],[],1.21
01.11.2023,Renard L.,0,,,,,,"['2', '0']","['5', '5']",[],[],[],4.08
25.10.2023,Vale D.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['5', '5', '7', '5']",[],[],[],1.43
25.10.2023,Renard L.,0,,,,,,[],"['1', '0']",[],[],[],2.67
12.09.2023,Loutit J.,2,,,,,,"['2', '0', '4', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.72
12.09.2023,Renard L.,0,,,,,,"['1', '2']",[],[],[],[],2.01
16.07.2023,Kodat T.,2,,,,,,1,2,62%,66% (19/29),56% (10/18),67% (4/6),53% (17/32),71% (12/17),75% (6/8),62% (29/47),59% (29/49),60% (58/96),75% (6/8),75% (6/8),75% (12/16),"['2', '2', '4', '2', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.17
16.07.2023,Renard L.,0,,,,,,3,3,65%,47% (15/32),29% (5/17),25% (2/8),34% (10/29),44% (8/18),33% (2/6),41% (20/49),38% (18/47),40% (38/96),25% (2/8),25% (2/8),25% (4/16),"['1', '0', '3', '4']",[],[],[],[],4.69
17.05.2023,Jansson O.,2,,,,,,[],[],[],[],[],-
17.05.2023,Renard L.,1,,,,,,[],[],[],[],[],-
03.05.2023,Jianu F. C.,2,,,,,,[],[],[],[],[],1.16
03.05.2023,Renard L.,0,,,,,,[],[],[],[],[],4.70
15.03.2023,Kumar O.,2,,,,,,"['2', '0', '5', '1']","['5', '4', '6', '5']",[],[],[],1.21
15.03.2023,Renard L.,0,,,,,,[],"['5', '5', '6', '6']",[],[],[],4.26
01.03.2023,McCormick T.,2,,,,,,"['2', '4']","['6', '4']","['2', '0', '5', '1']",[],[],1.59
01.03.2023,Renard L.,1,,,,,,"['1', '0', '4', '1']",[],"['2', '5']",[],[],2.24
24.02.2023,Lilov V.,2,,,,,,"['3', '1', '4', '4', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.42
24.02.2023,Renard L.,0,,,,,,"['2', '3', '4', '3']",[],[],[],[],2.70
23.02.2023,Renard L.,2,,,,,,"['4', '4', '6', '4']","['4', '2']",[],[],[],2.94
23.02.2023,Bangoura S.,0,,,,,,"['2', '1']","['3', '4']",[],[],[],1.36
22.02.2023,Renard L.,2,,,,,,[],"['2', '0', '3', '1', '6', '2']","['2', '0', '4', '0']",[],[],3.00
22.02.2023,Kim A.,1,,,,,,"['3', '1']","['1', '2']",[],[],[],1.35
29.01.2023,Michelsen A.,2,,,,,,[],"['3', '4']","['3', '1', '5', '1']",[],[],1.17
29.01.2023,Renard L.,1,,,,,,[],"['2', '0']",[],[],[],4.62
27.01.2023,Renard L.,2,,,,,,"['3', '2', '5', '2']","['3', '2']",[],[],[],2.89
27.01.2023,Seelig K.,0,,,,,,"['3', '5']",[],[],[],[],1.37
26.01.2023,Renard L.,2,,,,,,"['1', '0', '3', '2', '5', '2']",[],"['4', '2']",[],[],2.12
26.01.2023,O'Hoisin O.,1,,,,,,"['1', '1']","['5', '3']",[],[],[],1.66
25.01.2023,Renard L.,2,,,,,,"['5', '4']","['3', '2', '5', '4', '6', '5']",[],[],[],-
25.01.2023,Sysoev N.,0,,,,,,[],"['4', '4', '5', '5']",[],[],[],-
19.01.2023,Chappell N.,2,,,,,,[],"['2', '2', '4', '2']","['1', '0', '3', '0', '6', '3']",[],[],1.19
19.01.2023,Renard L.,1,,,,,,"['1', '0', '3', '0']","['1', '0', '3', '4']","['3', '5']",[],[],4.26
18.01.2023,Renard L.,2,,,,,,"['2', '1']",[],"['3', '1']",[],[],3.72
18.01.2023,Zheng M.,1,,,,,,[],"['2', '0', '4', '0']",[],[],[],1.24
19.11.2022,Nordquist A.,2,,,,,,"['1', '0', '4', '1']","['1', '0']","['4', '2', '6', '2']",[],[],2.24
19.11.2022,Renard L.,1,,,,,,"['2', '4']","['1', '1', '4', '2']",[],[],[],1.63
18.11.2022,Renard L.,2,,,,,,"['4', '3']","['2', '0', '4', '0', '6', '2']",[],[],[],2.16
18.11.2022,Roberts J.,0,,,,,,"['4', '4']","['2', '5']",[],[],[],1.68
