Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,331/154,184/91,50/23,2/2,-,95/38
2024,48/17,34/13,-,-,-,14/4
2023,61/24,13/6,15/8,-,-,33/10
2022,48/21,8/7,-,-,-,40/14
2021,12/18,4/6,0/2,-,-,8/10
2020,12/11,9/9,3/2,-,-,-
2019,34/18,23/13,11/5,-,-,-
2018,33/10,15/4,16/4,2/2,-,-
2017,47/12,47/12,-,-,-,-
2016,14/8,14/8,-,-,-,-
2015,8/5,8/5,-,-,-,-
2014,14/10,9/8,5/2,-,-,-
