Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/43,3/6,24/27,0/8,-,1/2
2024,1/3,-,1/2,-,-,0/1
2023,1/2,0/1,-,-,-,1/1
2022,0/1,0/1,-,-,-,-
2019,0/1,-,0/1,-,-,-
2017,0/1,-,0/1,-,-,-
2014,0/3,-,0/2,0/1,-,-
2013,0/3,-,0/2,0/1,-,-
2012,2/3,-,2/1,0/2,-,-
2011,1/2,1/1,0/1,-,-,-
2010,7/9,0/1,7/6,0/2,-,-
2009,10/7,-,10/7,-,-,-
2008,6/7,2/2,4/3,0/2,-,-
2007,0/1,-,0/1,-,-,-
