Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.07.,Marcondes I.,2,,,,,,[],"['2', '3', '4', '3']",[],[],[],1.11
25.07.,Frusina A.,0,,,,,,[],"['3', '1']",[],[],[],5.55
24.07.,Frusina A.,1,,,,,,"['1', '0', '5', '4']","['1', '0', '5', '2']",[],[],[],7.70
24.07.,Boitan G. A.,0,,,,,,"['1', '1']",[],[],[],[],1.05
23.07.,Frusina A.,2,,,,,,"['1', '1', '7', '5']","['3', '3', '5', '3']",[],[],[],2.37
23.07.,Paz J. P.,0,,,,,,"['1', '0']","['3', '2']",[],[],[],1.53
26.03.,Martin A.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '2']",[],[],[],1.17
26.03.,Frusina A.,0,,,,,,[],"['2', '5']",[],[],[],4.48
20.11.2024,Cham E.,2,,,,,,"['1', '1', '3', '1', '6', '4']",[],"['1', '0', '3', '0', '5', '0']",[],[],-
20.11.2024,Frusina A.,1,,,,,,"['1', '0', '2', '3']","['1', '0', '4', '1', '6', '1']",[],[],[],-
08.10.2024,Weekes J.,2,,,,,,"['2', '1', '3', '2', '6', '3']","['2', '0', '4', '0']",[],[],[],1.69
08.10.2024,Frusina A.,0,,,,,,"['2', '2']",[],[],[],[],2.08
18.09.2024,Kuhar M.,1,,,,,,[],"['1', '2', '3', '2', '5', '4']","['2', '1']",[],[],1.33
18.09.2024,Frusina A.,1,,,,,,"['7', '5']","['2', '0', '3', '3']",[],[],[],3.12
04.07.2024,Dostanic S.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['2', '0', '5', '1']",[],[],[],1.17
04.07.2024,Frusina A.,0,,,,,,[],[],[],[],[],4.66
03.07.2024,Frusina A.,2,,,,,,"['3', '2', '4', '3', '6', '3']","['4', '4']","['4', '2']",[],[],-
03.07.2024,Hoffmann N.,1,,,,,,"['3', '3']","['1', '0', '5', '4']",[],[],[],-
25.06.2024,Anthrop J.,2,,,,,,"['2', '0', '4', '0', '6', '0']",[],"['2', '0', '4', '0']",[],[],1.38
25.06.2024,Frusina A.,1,,,,,,[],"['1', '0', '3', '0']",[],[],[],2.88
18.06.2024,Svajda T.,2,,,,,,"['2', '0']","['1', '0', '3', '0']",[],[],[],1.10
18.06.2024,Frusina A.,0,,,,,,[],[],[],[],[],6.15
02.06.2024,Escobedo E.,2,,,,,,5,2,69%,73% (24/33),67% (10/15),0% (0/1),33% (8/24),65% (17/26),50% (4/8),71% (34/48),50% (25/50),60% (59/98),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['1', '2', '3', '2']",[],[],[],1.08
02.06.2024,Frusina A.,0,,,,,,5,4,48%,67% (16/24),35% (9/26),50% (4/8),27% (9/33),33% (5/15),100% (1/1),50% (25/50),29% (14/48),40% (39/98),4,0,50% (4/8),11% (1/9),29% (5/17),[],"['2', '0']",[],[],[],6.97
21.04.2024,Gomez F. A.,2,,,,,,8,3,59%,72% (26/36),68% (17/25),80% (4/5),32% (12/37),48% (10/21),50% (3/6),70% (43/61),38% (22/58),55% (65/119),5,0,90% (9/10),30% (3/10),60% (12/20),"['4', '3']","['1', '0', '3', '2']",[],[],[],1.10
21.04.2024,Frusina A.,0,,,,,,4,2,64%,68% (25/37),52% (11/21),50% (3/6),28% (10/36),32% (8/25),20% (1/5),62% (36/58),30% (18/61),45% (54/119),5,0,70% (7/10),10% (1/10),40% (8/20),[],"['2', '2']",[],[],[],6.38
14.04.2024,Melzer G.,2,,,,,,1,0,56%,86% (25/29),48% (11/23),67% (2/3),46% (23/50),52% (17/33),25% (4/16),69% (36/52),48% (40/83),56% (76/135),7,0,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '5', '2']","['2', '1', '4', '1']",[],[],[],1.06
14.04.2024,Frusina A.,0,,,,,,6,4,60%,54% (27/50),48% (16/33),75% (12/16),14% (4/29),52% (12/23),33% (1/3),52% (43/83),31% (16/52),44% (59/135),3,0,56% (5/9),11% (1/9),33% (6/18),[],"['2', '4']",[],[],[],8.30
07.04.2024,Boitan G. A.,2,,,,,,3,2,72%,57% (28/49),63% (12/19),63% (5/8),41% (11/27),63% (17/27),71% (5/7),59% (40/68),52% (28/54),56% (68/122),6,0,70% (7/10),56% (5/9),63% (12/19),"['4', '2', '5', '3']","['2', '1', '3', '2', '5', '4']",[],[],[],1.10
07.04.2024,Frusina A.,0,,,,,,3,4,50%,59% (16/27),37% (10/27),29% (2/7),43% (21/49),37% (7/19),38% (3/8),48% (26/54),41% (28/68),44% (54/122),4,1,44% (4/9),30% (3/10),37% (7/19),"['3', '4']","['2', '2', '4', '4']",[],[],[],6.38
08.02.2024,Kodat T.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '4', '1']",[],[],[],1.26
08.02.2024,Frusina A.,0,,,,,,[],[],[],[],[],3.59
07.02.2024,Frusina A.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '6', '3']",[],[],[],1.47
07.02.2024,Jones A.,0,,,,,,[],[],[],[],[],2.56
25.01.2024,Nefve A.,2,,,,,,"['1', '0', '3', '0', '5', '2']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],[],1.38
25.01.2024,Frusina A.,0,,,,,,"['2', '4']","['1', '3']",[],[],[],2.88
23.01.2024,Frusina A.,2,,,,,,"['7', '5']","['2', '0', '3', '1', '6', '2']",[],[],[],3.12
23.01.2024,Lilov V.,0,,,,,,[],"['1', '2']",[],[],[],1.33
04.10.2023,Fenty A.,2,,,,,,"['4', '3']","['3', '2', '6', '5']",[],[],[],1.27
04.10.2023,Frusina A.,0,,,,,,[],"['5', '5']",[],[],[],3.48
07.09.2023,Gea A.,2,,,,,,7,3,56%,67% (20/30),58% (14/24),0% (0/2),38% (14/37),61% (20/33),44% (4/9),16,20,75% (3/4),63% (34/54),49% (34/70),55% (68/124),80% (8/10),44% (4/9),63% (12/19),"['3', '1', '6', '4']","['2', '0', '4', '0']",[],[],[],-
07.09.2023,Frusina A.,0,,,,,,3,5,53%,62% (23/37),39% (13/33),56% (5/9),33% (10/30),42% (10/24),100% (2/2),10,29,46% (6/13),51% (36/70),37% (20/54),45% (56/124),56% (5/9),20% (2/10),37% (7/19),"['2', '3']","['1', '4']",[],[],[],-
06.09.2023,Frusina A.,2,,,,,,"['5', '3']","['4', '3', '6', '3']",[],[],[],-
06.09.2023,Blanch Dar.,0,,,,,,[],[],[],[],[],-
05.09.2023,Frusina A.,2,,,,,,"['4', '2', '6', '2']","['2', '0']",[],[],[],-
05.09.2023,Budkov Kjaer N.,0,,,,,,[],[],[],[],[],-
04.09.2023,Frusina A.,2,,,,,,"['1', '0']","['4', '3']",[],[],[],-
04.09.2023,Zhang T.,0,,,,,,[],"['5', '5']",[],[],[],-
04.06.2023,Cavallo F.,2,,,,,,"['1', '0', '3', '0']","['2', '3', '5', '4', '6', '5']",[],[],[],-
04.06.2023,Frusina A.,0,,,,,,[],"['3', '1', '5', '5']",[],[],[],-
22.01.2023,Nandal Y.,1,,,,,,[],"['4', '2', '5', '3']","['2', '5', '4', '5', '6', '5']",[],[],-
22.01.2023,Frusina A.,1,,,,,,"['1', '0', '3', '0']","['3', '4']","['2', '0', '4', '0']",[],[],-
29.09.2022,Lopez N.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['2', '1', '4', '1', '6', '1']",[],[],[],1.48
29.09.2022,Frusina A.,0,,,,,,[],[],[],[],[],2.54
27.09.2022,Frusina A.,2,,,,,,"['2', '2']","['1', '2', '3', '4']","['1', '2', '3', '4', '5', '4']",[],[],-
27.09.2022,Pujol Navarro B.,1,,,,,,"['1', '0']","['2', '0', '4', '2', '6', '4']","['2', '0', '3', '1']",[],[],-
21.09.2022,Elicha Navas G.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],2.76
21.09.2022,Frusina A.,0,,,,,,[],[],[],[],[],1.41
04.09.2022,Loutit J.,2,,,,,,"['1', '0', '6', '5']","['4', '3', '6', '3']",[],[],[],-
04.09.2022,Frusina A.,0,,,,,,"['2', '2']",[],[],[],[],-
05.07.2022,Artnak B.,2,,,,,,"['1', '0', '4', '1', '5', '2']",[],"['2', '0', '4', '0', '7', '5']",[],[],-
05.07.2022,Frusina A.,1,,,,,,"['2', '4']","['2', '0']","['2', '5', '4', '5']",[],[],-
