Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,139/99,110/70,11/5,18/22,0/2,-
2024,28/26,23/20,-,5/6,-,-
2023,37/31,33/25,-,4/6,-,-
2022,50/25,38/16,7/4,5/5,-,-
2021,18/9,11/2,4/1,3/4,0/2,-
2020,6/4,5/3,-,1/1,-,-
2019,0/1,0/1,-,-,-,-
2018,0/3,0/3,-,-,-,-
