Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,375/222,72/62,279/150,2/6,-,22/4
2024,35/24,11/13,18/11,-,-,6/0
2023,35/20,11/7,18/13,-,-,6/0
2022,43/17,1/2,33/14,-,-,9/1
2021,54/18,5/5,49/13,-,-,-
2020,6/6,-,6/6,-,-,-
2019,16/20,4/7,12/12,-,-,0/1
2018,21/18,2/2,19/15,0/1,-,-
2017,32/25,15/10,15/11,2/4,-,-
2016,33/25,20/9,12/13,0/1,-,1/2
2015,35/21,3/5,32/16,-,-,-
2014,31/16,0/1,31/15,-,-,-
2013,20/8,0/1,20/7,-,-,-
2012,14/4,-,14/4,-,-,-
