Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,238/129,42/26,96/45,100/58,-,-
2024,27/19,6/3,14/11,7/5,-,-
2023,66/26,8/2,29/11,29/13,-,-
2022,15/10,5/2,8/4,2/4,-,-
2021,22/6,0/1,8/3,14/2,-,-
2020,15/9,-,3/3,12/6,-,-
2019,28/14,3/3,23/8,2/3,-,-
2018,28/13,9/5,11/5,8/3,-,-
2017,9/6,9/5,-,0/1,-,-
2016,4/3,0/1,-,4/2,-,-
2015,9/6,0/1,-,9/5,-,-
2014,9/7,2/1,-,7/6,-,-
2013,3/4,0/1,-,3/3,-,-
2012,2/5,0/1,-,2/4,-,-
2011,1/1,-,-,1/1,-,-
