Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,167/93,60/40,61/31,43/19,3/3,-
2024,40/27,21/14,16/7,3/5,0/1,-
2023,33/26,13/13,5/5,12/6,3/2,-
2022,54/19,8/3,30/14,16/2,-,-
2021,21/13,9/7,3/2,9/4,-,-
2020,11/4,7/1,2/2,2/1,-,-
2019,6/2,-,5/1,1/1,-,-
2018,2/2,2/2,-,-,-,-
